,Ticker,Quarter,Analyst,WeightTechnical
19096,GS,2018 q1,Mr. Jeffery J. Harte,0.0
19097,GS,2018 q1,"Mr. Jason M. Goldberg, CFA",0.0
19099,GS,2018 q1,"Mr. Glenn P. Schorr, CFA",0.0
19100,GS,2018 q1,Chris M. Kotowski,0.0
19105,STT,2018 q1,Gerard S. Cassidy,0.0
19106,MKTX,2018 q1,"Mr. Chris Shutler, CFA",0.0
19109,AMP,2018 q2,Mr. John B. Barnidge,0.0
19110,AMP,2018 q2,Mr. Thomas Gallagher,0.0
19112,AMP,2018 q2,Ms. Catherine A. Seifert,0.0
19114,AMP,2018 q2,"Douglas R. Mewhirter, CFA",0.0
19115,AMP,2018 q2,"Mark A. Dwelle, CFA",0.0
19118,AMP,2018 q2,Nigel Dally,0.0
19119,AMP,2018 q2,"Jay H. Gelb, CFA",0.0
19121,IVZ,2018 q2,Mr. Greggory Warren,0.0
19123,IVZ,2018 q2,Ms. Catherine A. Seifert,0.0
19126,IVZ,2018 q2,"Michael R. Carrier, CFA",0.0
19127,IVZ,2018 q2,"Mr. Chris Shutler, CFA",0.0
19128,IVZ,2018 q2,"Mark A. Dwelle, CFA",0.0
19130,IVZ,2018 q2,"Mr. Craig W. Siegenthaler, CFA",0.0
19131,IVZ,2018 q2,"Christopher M. Harris, CFA",0.0
19133,BRKa,2018 q2,Ms. Catherine A. Seifert,0.0
19134,BRKa,2018 q2,Mr. Greggory Warren,0.011111111690600714
19137,BRKa,2018 q2,"Jay H. Gelb, CFA",0.0
19141,BEN,2018 q2,SADIF Research,0.9388797879219055
19142,BEN,2018 q2,Ms. Catherine A. Seifert,0.0
19143,BEN,2018 q2,Mr. Greggory Warren,0.0
19145,BEN,2018 q2,"Michael R. Carrier, CFA",0.0
19146,BEN,2018 q2,"Christopher M. Harris, CFA",0.0
19149,ETFC,2018 q2,"Richard H. Repetto, CFA",0.0
19150,ETFC,2018 q2,Credit Suisse Global Product Marketing,0.0
19151,ETFC,2018 q2,"Mr. Michael J. Cyprys, CFA",0.0
19153,ETFC,2018 q2,"Christopher M. Harris, CFA",0.0
19154,ETFC,2018 q2,Ms. Catherine A. Seifert,0.0
19157,ETFC,2018 q2,"Mr. Jeremy E. Campbell, CFA",0.0
19158,ETFC,2018 q2,"Brian B. Bedell, CFA",0.0
19159,ETFC,2018 q2,"Michael R. Carrier, CFA",0.0
19160,ETFC,2018 q2,Mr. Devin P. Ryan,0.0
19161,ETFC,2018 q2,Daniel T. Fannon,0.005648881196975708
19165,NTRS,2018 q2,Stephen Castellano,0.03911932185292244
19166,NTRS,2018 q2,Ms. Susan Roth Katzke,0.03833073563873768
19167,NTRS,2018 q2,Ms. Catherine A. Seifert,0.0
19169,NTRS,2018 q2,James F. Mitchell,0.0
19170,NTRS,2018 q2,"Mr. Jason M. Goldberg, CFA",0.0
19171,NTRS,2018 q2,"Michael R. Carrier, CFA",0.0
19172,NTRS,2018 q2,Eric Compton,0.0
19174,NTRS,2018 q2,Gerard S. Cassidy,0.0
19175,NTRS,2018 q2,"Mr. Glenn P. Schorr, CFA",0.0
19176,NTRS,2018 q2,"Brian B. Bedell, CFA",0.0
19179,NTRS,2018 q2,Mr. Jeffery J. Harte,0.0
19180,SCHW,2018 q2,SADIF Research,0.9088221788406372
19181,SCHW,2018 q2,Ms. Catherine A. Seifert,0.0
19182,SCHW,2018 q2,"Mr. Craig W. Siegenthaler, CFA",0.005153432954102755
19183,SCHW,2018 q2,Daniel T. Fannon,0.0
19187,SCHW,2018 q2,"Christopher M. Harris, CFA",0.0
19188,SCHW,2018 q2,"Mr. Chris Shutler, CFA",0.0
19189,SCHW,2018 q2,Mr. Devin P. Ryan,0.04733229801058769
19190,TROW,2018 q2,"Macrae Sykes, II",0.0
19191,TROW,2018 q2,"Michael R. Carrier, CFA",0.0
19192,TROW,2018 q2,"Mr. Craig W. Siegenthaler, CFA",0.0
19193,TROW,2018 q2,Ms. Catherine A. Seifert,0.0
19195,TROW,2018 q2,"Mr. Chris Shutler, CFA",0.0
19197,TROW,2018 q2,Daniel T. Fannon,0.0
19198,TROW,2018 q2,"Christopher M. Harris, CFA",0.0
19199,TROW,2018 q2,"Mr. Glenn P. Schorr, CFA",0.0
19201,GS,2018 q2,"Mr. Kenneth M. Leon, CPA",0.0
19202,GS,2018 q2,Mr. Jeffery J. Harte,0.01987627474591136
19203,GS,2018 q2,SADIF Research,0.9779008626937866
19207,GS,2018 q2,Mr. Andrew Lim,0.0
19209,GS,2018 q2,"Mr. Jason M. Goldberg, CFA",0.0
19210,GS,2018 q2,"Michael R. Carrier, CFA",0.03333333507180214
19211,GS,2018 q2,Gerard S. Cassidy,0.0
19213,GS,2018 q2,James F. Mitchell,0.033018141984939575
19214,GS,2018 q2,Mr. Devin P. Ryan,0.0
19216,ICE,2018 q2,S&P pool,0.0
19217,ICE,2018 q2,CFRA Research,0.0
19218,ICE,2018 q2,"Mr. Jeremy E. Campbell, CFA",0.0
19219,ICE,2018 q2,"Michael R. Carrier, CFA",0.0
19220,ICE,2018 q2,"Brian B. Bedell, CFA",0.0
19222,ICE,2018 q2,"Christopher M. Harris, CFA",0.0
19224,MS,2018 q2,"Mr. Kenneth M. Leon, CPA",0.0
19225,MS,2018 q2,Mr. Andrew Lim,0.0
19226,MS,2018 q2,Gerard S. Cassidy,0.0
19229,MS,2018 q2,SADIF Research,0.9785436689853668
19233,MS,2018 q2,"Mr. Jason M. Goldberg, CFA",0.0
19235,MS,2018 q2,"Michael R. Carrier, CFA",0.0
19236,MS,2018 q2,"Mr. Glenn P. Schorr, CFA",0.0
19237,MS,2018 q2,Mr. Jeffery J. Harte,0.0
19238,MS,2018 q2,Ms. Susan Roth Katzke,0.0
19239,MS,2018 q2,Mr. Devin P. Ryan,0.027414442971348763
19241,NDAQ,2018 q2,"Christopher M. Harris, CFA",0.0
19242,NDAQ,2018 q2,CFRA Research,0.0
19243,NDAQ,2018 q2,"Mr. Michael Wong, CFA",0.016400490887463093
19246,NDAQ,2018 q2,"Michael R. Carrier, CFA",0.0
19251,CME,2018 q2,Daniel T. Fannon,0.0
19252,CME,2018 q2,"Richard H. Repetto, CFA",0.0
19253,CME,2018 q2,SADIF Research,0.9751164317131042
19254,CME,2018 q2,CFRA Research,0.0
19257,CME,2018 q2,"Brian B. Bedell, CFA",0.0
19261,CME,2018 q2,"Christopher M. Harris, CFA",0.0
19265,RJF,2018 q2,Jack Hampson,0.0
19268,RJF,2018 q2,Mr. Devin P. Ryan,0.05867277272045612
19270,RJF,2018 q2,"Christopher M. Harris, CFA",0.035537298768758774
19271,MKTX,2018 q2,Timetric Department,0.0
19272,MKTX,2018 q2,"Mr. Chris Shutler, CFA",0.0
19273,MKTX,2018 q2,SADIF Research,0.9734659194946289
19275,SPGI,2018 q2,SADIF Research,0.9441372156143188
19276,COF,2018 q2,Mr. Kevin J. Barker,0.0
19277,COF,2018 q2,Colin Plunkett,0.0
19279,COF,2018 q2,CFRA Research,0.0
19280,COF,2018 q2,"Mr. Christopher R. Donat, CFA",0.0
19282,COF,2018 q2,Mr. Moshe Orenbuch,0.0
19286,COF,2018 q2,Mr. Henry J. Coffey,0.0
19289,COF,2018 q2,"Mr. Jason M. Goldberg, CFA",0.0
19292,COF,2018 q2,"Jason M. Arnold, CFA",0.03333333507180214
19293,COF,2018 q2,Mark Drucker,0.0
19294,COF,2018 q2,Mr. John Pancari,0.0
19295,COF,2018 q2,"Mr. Ben C. Chittenden, CFA",0.0
19299,COF,2018 q2,Credit Suisse Global Product Marketing,0.0
19300,DFS,2018 q2,"Mr. Christopher R. Donat, CFA",0.0
19301,DFS,2018 q2,Mark C. DeVries,0.0
19302,DFS,2018 q2,CFRA Research,0.0
19303,DFS,2018 q2,Mr. Kenneth M. Bruce,0.029911156743764877
19306,DFS,2018 q2,Mr. Henry J. Coffey,0.0
19310,DFS,2018 q2,"Mr. Ben C. Chittenden, CFA",0.0
19311,DFS,2018 q2,David M. Scharf,0.0
19312,DFS,2018 q2,Mr. John Pancari,0.0
19313,DFS,2018 q2,"Jason M. Arnold, CFA",0.03333333507180214
19314,DFS,2018 q2,Mr. Robert P. Napoli,0.0
19315,DFS,2018 q2,Mr. James E. Friedman,0.0
19316,DFS,2018 q2,Mr. Moshe Orenbuch,0.0
19319,DFS,2018 q2,"Mr. Vincent A. Caintic, CFA",0.0
19320,MCO,2018 q2,"Mr. Alex Kramm, CFA",0.0
19321,MCO,2018 q2,Ms. Toni M. Kaplan,0.0
19322,MCO,2018 q2,Mr. Jeffrey M. Silber,0.0
19323,MCO,2018 q2,CFRA Research,0.0
19329,MCO,2018 q2,"Peter P. Appert, CFA",0.03225519508123398
19331,MSCI,2018 q2,"Keith M. Housum, CPA",0.0
19332,MSCI,2018 q2,Colin Plunkett,0.0
19333,MSCI,2018 q2,S&P pool,0.0
19334,MSCI,2018 q2,CFRA Research,0.0
19337,MSCI,2018 q2,"Mr. Chris Shutler, CFA",0.0
19338,MSCI,2018 q2,Ms. Toni M. Kaplan,0.0
19343,SYF,2018 q2,Mark Drucker,0.0
19344,SYF,2018 q2,Mr. Moshe Orenbuch,0.0
19345,SYF,2018 q2,"Mr. Vincent A. Caintic, CFA",0.0
19346,SYF,2018 q2,CFRA Research,0.0
19348,SYF,2018 q2,Colin Plunkett,0.0
19350,SYF,2018 q2,David M. Scharf,0.039473600685596466
19351,SYF,2018 q2,"Mr. Ben C. Chittenden, CFA",0.0
19354,SYF,2018 q2,"Jason M. Arnold, CFA",0.01666666753590107
19355,SYF,2018 q2,Mr. James E. Friedman,0.0
19358,SYF,2018 q2,Mr. Mark Palmer,0.013951661996543407
19359,AMP,2018 q3,"David P. Nicoski, CMT",0.06700560078024864
19360,AMP,2018 q3,Mr. Andrew S. Kligerman,0.0
19361,AMP,2018 q3,Mr. John B. Barnidge,0.0
19362,AMP,2018 q3,Ms. Catherine A. Seifert,0.0
19364,AMP,2018 q3,"Douglas R. Mewhirter, CFA",0.0
19365,AMP,2018 q3,"Mark A. Dwelle, CFA",0.0
19368,AMP,2018 q3,Nigel Dally,0.0
19369,AMP,2018 q3,"Jay H. Gelb, CFA",0.0
19370,AMP,2018 q3,Mr. Thomas Gallagher,0.0
19372,BEN,2018 q3,Mr. Greggory Warren,0.0
19374,BEN,2018 q3,Ms. Catherine A. Seifert,0.0
19375,BEN,2018 q3,SADIF Research,0.9387618899345398
19376,BEN,2018 q3,"Mr. Michael J. Cyprys, CFA",0.0
19378,BEN,2018 q3,"Mr. Jeremy E. Campbell, CFA",0.0
19380,BEN,2018 q3,"Michael R. Carrier, CFA",0.0
19381,BEN,2018 q3,"Christopher M. Harris, CFA",0.0
19382,BEN,2018 q3,Credit Suisse Global Product Marketing,0.0
19384,BRKa,2018 q3,Mr. Greggory Warren,0.0
19388,BRKa,2018 q3,Ms. Catherine A. Seifert,0.0
19391,BRKa,2018 q3,Kai Pan,0.0
19395,BRKa,2018 q3,"Jay H. Gelb, CFA",0.0
19399,BRKa,2018 q3,Joshua Norman,0.03333333507180214
19402,ETFC,2018 q3,Research Department,0.0
19403,ETFC,2018 q3,"Richard H. Repetto, CFA",0.0
19404,ETFC,2018 q3,Ms. Catherine A. Seifert,0.0
19411,ETFC,2018 q3,"Mr. Jeremy E. Campbell, CFA",0.0
19412,ETFC,2018 q3,"Brian B. Bedell, CFA",0.0
19413,ETFC,2018 q3,"Michael R. Carrier, CFA",0.0
19414,ETFC,2018 q3,Credit Suisse Global Product Marketing,0.0
19415,ETFC,2018 q3,"Mr. Craig W. Siegenthaler, CFA",0.0
19416,ETFC,2018 q3,"Christopher M. Harris, CFA",0.0
19417,ETFC,2018 q3,Daniel T. Fannon,0.0
19419,IVZ,2018 q3,"Brian B. Bedell, CFA",0.0
19420,IVZ,2018 q3,"Michael R. Carrier, CFA",0.021968543529510498
19421,IVZ,2018 q3,Mr. Greggory Warren,0.0
19423,IVZ,2018 q3,Ms. Catherine A. Seifert,0.0
19429,IVZ,2018 q3,"Mark A. Dwelle, CFA",0.0
19430,IVZ,2018 q3,"Mr. Craig W. Siegenthaler, CFA",0.0
19431,IVZ,2018 q3,"Christopher M. Harris, CFA",0.0
19434,NTRS,2018 q3,Ms. Susan Roth Katzke,0.039273579294482865
19435,NTRS,2018 q3,Mr. Steven J. Chubak,0.0
19436,NTRS,2018 q3,Credit Suisse Global Product Marketing,0.0
19437,NTRS,2018 q3,Gerard S. Cassidy,0.0
19439,NTRS,2018 q3,Ms. Catherine A. Seifert,0.0
19441,NTRS,2018 q3,Mr. Jeffery J. Harte,0.0
19442,NTRS,2018 q3,"Mr. Jason M. Goldberg, CFA",0.0
19443,NTRS,2018 q3,"Michael R. Carrier, CFA",0.0
19444,NTRS,2018 q3,"Mr. Glenn P. Schorr, CFA",0.0
19445,NTRS,2018 q3,Eric Compton,0.0
19446,NTRS,2018 q3,"Brian B. Bedell, CFA",0.0
19451,RJF,2018 q3,Mr. Steven J. Chubak,0.012249216437339783
19452,RJF,2018 q3,Ms. Catherine A. Seifert,0.0
19454,RJF,2018 q3,Mr. Devin P. Ryan,0.0
19455,RJF,2018 q3,James F. Mitchell,0.0
19457,RJF,2018 q3,"Christopher M. Harris, CFA",0.02626175619661808
19458,RJF,2018 q3,Jack Hampson,0.0
19459,SCHW,2018 q3,Ms. Catherine A. Seifert,0.0
19463,SCHW,2018 q3,Daniel T. Fannon,0.0
19465,SCHW,2018 q3,"Michael R. Carrier, CFA",0.01684059016406536
19466,SCHW,2018 q3,"Mr. Chris Shutler, CFA",0.0
19468,SCHW,2018 q3,"Christopher M. Harris, CFA",0.010424924083054066
19469,TROW,2018 q3,Mr. Greggory Warren,0.0
19470,TROW,2018 q3,Ms. Catherine A. Seifert,0.0
19471,TROW,2018 q3,"Mr. Jeremy E. Campbell, CFA",0.0
19472,TROW,2018 q3,"Michael R. Carrier, CFA",0.0
19474,TROW,2018 q3,"Mr. Chris Shutler, CFA",0.0
19476,TROW,2018 q3,Daniel T. Fannon,0.0
19477,TROW,2018 q3,"Mr. Craig W. Siegenthaler, CFA",0.0
19478,TROW,2018 q3,"Christopher M. Harris, CFA",0.0
19480,GS,2018 q3,"Mr. Michael Wong, CFA",0.01003225240856409
19481,GS,2018 q3,Ms. Susan Roth Katzke,0.012206777930259705
19482,GS,2018 q3,Mr. Steven J. Chubak,0.0
19483,GS,2018 q3,SADIF Research,0.9779833555221558
19484,GS,2018 q3,"Mr. Kenneth M. Leon, CPA",0.0
19485,GS,2018 q3,Mr. Devin P. Ryan,0.0
19487,GS,2018 q3,Mr. Andrew Lim,0.026034433394670486
19488,GS,2018 q3,Mr. Jeffery J. Harte,0.0
19489,GS,2018 q3,"Michael R. Carrier, CFA",0.0
19490,GS,2018 q3,"Mr. Jason M. Goldberg, CFA",0.0
19491,GS,2018 q3,Gerard S. Cassidy,0.0
19492,GS,2018 q3,Chris M. Kotowski,0.0
19493,GS,2018 q3,"Mr. Glenn P. Schorr, CFA",0.0
19494,GS,2018 q3,James F. Mitchell,0.032967773266136646
19496,GS,2018 q3,"Mr. Michael Mayo, CFA",0.03333333507180214
19497,MCO,2018 q3,Chris Kuiper,0.0
19498,MCO,2018 q3,SADIF Research,0.9694675207138062
19501,MCO,2018 q3,Ms. Toni M. Kaplan,0.0
19502,MCO,2018 q3,"Mr. Alex Kramm, CFA",0.0
19503,MCO,2018 q3,Mr. Jeffrey M. Silber,0.0
19504,MCO,2018 q3,"Peter P. Appert, CFA",0.026591094210743904
19505,MKTX,2018 q3,"Mr. Jeremy E. Campbell, CFA",0.0
19506,MKTX,2018 q3,SADIF Research,0.9779009222984314
19507,MKTX,2018 q3,"Mr. Chris Shutler, CFA",0.0
19508,ICE,2018 q3,Chris Kuiper,0.0
19509,ICE,2018 q3,Colin Plunkett,0.0
19512,ICE,2018 q3,"Michael R. Carrier, CFA",0.0
19514,ICE,2018 q3,"Christopher M. Harris, CFA",0.0
19516,MS,2018 q3,Ms. Susan Roth Katzke,0.015315623953938484
19517,MS,2018 q3,Gerard S. Cassidy,0.0
19518,MS,2018 q3,"Mr. Kenneth M. Leon, CPA",0.0
19520,MS,2018 q3,Mr. Andrew Lim,0.0
19521,MS,2018 q3,James F. Mitchell,0.0
19522,MS,2018 q3,Mr. Jeffery J. Harte,0.0
19523,MS,2018 q3,"Michael R. Carrier, CFA",0.017370274290442467
19524,MS,2018 q3,"Mr. Jason M. Goldberg, CFA",0.0
19525,MS,2018 q3,"Mr. Glenn P. Schorr, CFA",0.0
19529,NDAQ,2018 q3,Research Department,0.0
19530,NDAQ,2018 q3,Colin Plunkett,0.0
19531,NDAQ,2018 q3,Chris Kuiper,0.0
19534,NDAQ,2018 q3,Mr. Ravindra kulkarni,0.027042943984270096
19537,NDAQ,2018 q3,"Mr. Jeremy E. Campbell, CFA",0.0
19538,NDAQ,2018 q3,"Michael R. Carrier, CFA",0.0
19541,NDAQ,2018 q3,Daniel T. Fannon,0.0
19542,NDAQ,2018 q3,"Christopher M. Harris, CFA",0.0
19546,CME,2018 q3,Colin Plunkett,0.0
19547,CME,2018 q3,"Richard H. Repetto, CFA",0.0
19548,CME,2018 q3,Chris Kuiper,0.0
19551,CME,2018 q3,"Brian B. Bedell, CFA",0.0
19554,CME,2018 q3,"Christopher M. Harris, CFA",0.0
19557,COF,2018 q3,"Ari Wald, CFA",0.0314958356320858
19558,COF,2018 q3,Chris Kuiper,0.0
19559,COF,2018 q3,Colin Plunkett,0.0
19563,COF,2018 q3,Mr. Kevin J. Barker,0.0
19567,COF,2018 q3,"Mr. Jason M. Goldberg, CFA",0.0
19568,COF,2018 q3,"Mr. Christopher R. Donat, CFA",0.0
19569,COF,2018 q3,"Jason M. Arnold, CFA",0.03333333507180214
19570,COF,2018 q3,Mr. John Pancari,0.0
19571,COF,2018 q3,Mark Drucker,0.0
19572,COF,2018 q3,"Mr. Ben C. Chittenden, CFA",0.04289042530581355
19573,COF,2018 q3,Mr. Moshe Orenbuch,0.0
19576,COF,2018 q3,Credit Suisse Global Product Marketing,0.0
19578,DFS,2018 q3,Mr. Kenneth M. Bruce,0.05202232347801328
19579,DFS,2018 q3,Colin Plunkett,0.0
19580,DFS,2018 q3,Chris Kuiper,0.0
19581,DFS,2018 q3,Credit Suisse Global Product Marketing,0.0
19582,DFS,2018 q3,Mr. Henry J. Coffey,0.0
19584,DFS,2018 q3,Mr. John Pancari,0.0
19586,DFS,2018 q3,Mark C. DeVries,0.0
19587,DFS,2018 q3,"Mr. Vincent A. Caintic, CFA",0.0
19588,DFS,2018 q3,David M. Scharf,0.0
19589,DFS,2018 q3,"Mr. Ben C. Chittenden, CFA",0.01667795144021511
19590,DFS,2018 q3,"Jason M. Arnold, CFA",0.03333333507180214
19591,DFS,2018 q3,"Mr. Christopher R. Donat, CFA",0.0
19592,DFS,2018 q3,Mr. Robert P. Napoli,0.0
19595,BLK,2018 q3,Morningstar ,0.0
19596,MSCI,2018 q3,Chris Kuiper,0.0
19599,MSCI,2018 q3,"Keith M. Housum, CPA",0.010232143104076385
19600,MSCI,2018 q3,Ms. Toni M. Kaplan,0.047055553644895554
19601,MSCI,2018 q3,"Mr. Chris Shutler, CFA",0.0
19602,SYF,2018 q3,Mr. Kenneth M. Bruce,0.01693616807460785
19603,SYF,2018 q3,Chris Kuiper,0.0
19604,SYF,2018 q3,David M. Scharf,0.020326606929302216
19605,SYF,2018 q3,Colin Plunkett,0.0
19607,SYF,2018 q3,Mr. James E. Friedman,0.0
19608,SYF,2018 q3,Mark C. DeVries,0.0
19609,SYF,2018 q3,Mark Drucker,0.01540932897478342
19613,SYF,2018 q3,"Jason M. Arnold, CFA",0.03333333507180214
19616,SYF,2018 q3,S&P pool,0.0
19617,SYF,2018 q3,Mr. Christopher A. Jacobson,0.05590694770216942
19619,SPGI,2018 q3,Colin Plunkett,0.0
19621,STT,2018 q3,"Betsy L. Graseck, CFA",0.0
19623,STT,2018 q3,Gerard S. Cassidy,0.0
19624,AMP,2018 q4,Mr. John B. Barnidge,0.0
19626,AMP,2018 q4,"Mr. Michael Wong, CFA",0.0
19627,AMP,2018 q4,Ms. Catherine A. Seifert,0.0
19628,AMP,2018 q4,"Mark A. Dwelle, CFA",0.0
19632,AMP,2018 q4,Nigel Dally,0.0
19633,AMP,2018 q4,Mr. Thomas Gallagher,0.0
19634,AMP,2018 q4,"Jay H. Gelb, CFA",0.0
19635,AMP,2018 q4,SADIF Research,0.9510141015052795
19638,GS,2018 q4,Credit Suisse Global Product Marketing,0.0
19639,GS,2018 q4,Ms. Susan Roth Katzke,0.006097197066992521
19640,GS,2018 q4,Gerard S. Cassidy,0.0
19641,GS,2018 q4,Mikhail Zavaraev,0.019941817969083786
19643,GS,2018 q4,SADIF Research,0.9780651926994324
19644,GS,2018 q4,Mr. Jeffery J. Harte,0.0
19645,GS,2018 q4,"Mr. Michael Wong, CFA",0.0
19647,GS,2018 q4,"Mr. Kenneth M. Leon, CPA",0.0
19648,GS,2018 q4,Mr. Andrew Lim,0.0
19649,GS,2018 q4,"Mr. Glenn P. Schorr, CFA",0.01666666753590107
19653,GS,2018 q4,"Michael R. Carrier, CFA",0.0
19654,GS,2018 q4,"Mr. Jason M. Goldberg, CFA",0.0
19658,GS,2018 q4,Mr. Devin P. Ryan,0.0
19660,MS,2018 q4,"Mr. Kenneth M. Leon, CPA",0.0
19661,MS,2018 q4,Ms. Susan Roth Katzke,0.01868596952408552
19662,MS,2018 q4,Gerard S. Cassidy,0.0
19663,MS,2018 q4,"Mr. Michael Wong, CFA",0.0
19666,MS,2018 q4,Mr. Andrew Lim,0.0
19667,MS,2018 q4,SADIF Research,0.9783070087432861
19670,MS,2018 q4,Mr. Jeffery J. Harte,0.0
19671,MS,2018 q4,"Mr. Glenn P. Schorr, CFA",0.0
19672,MS,2018 q4,"Michael R. Carrier, CFA",0.0
19673,MS,2018 q4,"Mr. Jason M. Goldberg, CFA",0.0
19675,MS,2018 q4,James F. Mitchell,0.0
19679,RJF,2018 q4,"Mr. Michael Wong, CFA",0.0
19680,RJF,2018 q4,Harrison Webster,0.0
19681,RJF,2018 q4,Mr. Devin P. Ryan,0.04655144363641739
19683,RJF,2018 q4,Mr. Steven J. Chubak,0.0
19684,RJF,2018 q4,James F. Mitchell,0.0
19687,RJF,2018 q4,"Mr. Craig W. Siegenthaler, CFA",0.0
19688,RJF,2018 q4,"Christopher M. Harris, CFA",0.0
19690,SCHW,2018 q4,Harrison Webster,0.0
19692,SCHW,2018 q4,"Mr. Craig W. Siegenthaler, CFA",0.0
19693,SCHW,2018 q4,Mr. Devin P. Ryan,0.0
19694,SCHW,2018 q4,"Mr. Jeremy E. Campbell, CFA",0.0
19695,SCHW,2018 q4,Daniel T. Fannon,0.0
19696,SCHW,2018 q4,"Brian B. Bedell, CFA",0.0
19697,SCHW,2018 q4,"Mr. Michael Wong, CFA",0.0
19701,SCHW,2018 q4,"Michael R. Carrier, CFA",0.020050963386893272
19704,SCHW,2018 q4,"Mr. Chris Shutler, CFA",0.0
19706,SCHW,2018 q4,"Christopher M. Harris, CFA",0.0
19707,BEN,2018 q4,Mr. Greggory Warren,0.0
19708,BEN,2018 q4,Ms. Catherine A. Seifert,0.0
19710,BEN,2018 q4,"Michael R. Carrier, CFA",0.0
19713,BEN,2018 q4,"Mr. Jeremy E. Campbell, CFA",0.0
19714,BEN,2018 q4,"Christopher M. Harris, CFA",0.0
19715,BEN,2018 q4,"Brian B. Bedell, CFA",0.0
19716,BEN,2018 q4,"Mr. Craig W. Siegenthaler, CFA",0.0
19720,BRKa,2018 q4,Ms. Catherine A. Seifert,0.0
19721,BRKa,2018 q4,Mr. Greggory Warren,0.0
19724,BRKa,2018 q4,"Jay H. Gelb, CFA",0.0
19725,IVZ,2018 q4,Mr. Greggory Warren,0.0
19726,IVZ,2018 q4,"Christopher M. Harris, CFA",0.0038099136824409166
19727,IVZ,2018 q4,Ms. Catherine A. Seifert,0.0
19730,IVZ,2018 q4,"Michael R. Carrier, CFA",0.0
19731,IVZ,2018 q4,"Brian B. Bedell, CFA",0.0
19733,IVZ,2018 q4,"Mr. Jeremy E. Campbell, CFA",0.0
19735,IVZ,2018 q4,"Mr. Glenn P. Schorr, CFA",0.03333333507180214
19736,IVZ,2018 q4,"Mark A. Dwelle, CFA",0.0
19739,IVZ,2018 q4,"Mr. Craig W. Siegenthaler, CFA",0.025277044624090195
19742,NTRS,2018 q4,Ms. Susan Roth Katzke,0.017172436229884624
19743,NTRS,2018 q4,"Mr. Michael Mayo, CFA",0.03333333507180214
19744,NTRS,2018 q4,Ms. Catherine A. Seifert,0.0
19748,NTRS,2018 q4,Mr. Jeffery J. Harte,0.0
19750,NTRS,2018 q4,"Mr. Glenn P. Schorr, CFA",0.0
19751,NTRS,2018 q4,"Michael R. Carrier, CFA",0.0
19752,NTRS,2018 q4,"Brian B. Bedell, CFA",0.0
19753,NTRS,2018 q4,"Mr. Jason M. Goldberg, CFA",0.0
19754,NTRS,2018 q4,Gerard S. Cassidy,0.0
19755,NTRS,2018 q4,Eric Compton,0.0
19756,NTRS,2018 q4,James F. Mitchell,0.0
19759,TROW,2018 q4,Mr. Greggory Warren,0.0
19760,TROW,2018 q4,Ms. Catherine A. Seifert,0.0
19763,TROW,2018 q4,"Mr. Jeremy E. Campbell, CFA",0.0
19764,TROW,2018 q4,"Mr. Glenn P. Schorr, CFA",0.0
19765,TROW,2018 q4,"Brian B. Bedell, CFA",0.0
19766,TROW,2018 q4,"Michael R. Carrier, CFA",0.0
19768,TROW,2018 q4,"Macrae Sykes, II",0.0
19769,TROW,2018 q4,"Mr. Chris Shutler, CFA",0.0
19770,TROW,2018 q4,Daniel T. Fannon,0.0
19771,TROW,2018 q4,"Mr. Craig W. Siegenthaler, CFA",0.0
19772,TROW,2018 q4,"Christopher M. Harris, CFA",0.0
19775,ICE,2018 q4,SADIF Research,0.9783865809440613
19776,ICE,2018 q4,Chris Kuiper,0.0
19778,ICE,2018 q4,"Mr. Jeremy E. Campbell, CFA",0.0
19779,ICE,2018 q4,"Michael R. Carrier, CFA",0.0
19780,ICE,2018 q4,"Brian B. Bedell, CFA",0.0
19781,ICE,2018 q4,Colin Plunkett,0.0051872869953513145
19783,ICE,2018 q4,"Christopher M. Harris, CFA",0.0
19786,MKTX,2018 q4,SADIF Research,0.9779833555221558
19787,MKTX,2018 q4,"Mr. Jeremy E. Campbell, CFA",0.0
19788,MKTX,2018 q4,"Mr. Chris Shutler, CFA",0.0
19789,MKTX,2018 q4,Daniel T. Fannon,0.0
19790,MSCI,2018 q4,Chris Kuiper,0.0
19793,MSCI,2018 q4,Colin Plunkett,0.0
19794,MSCI,2018 q4,Manav S. Patnaik,0.0
19795,MSCI,2018 q4,"Mr. Chris Shutler, CFA",0.02756338380277157
19796,MSCI,2018 q4,"Keith M. Housum, CPA",0.0
19797,MSCI,2018 q4,SADIF Research,0.9783060550689697
19800,NDAQ,2018 q4,Colin Plunkett,0.0
19801,NDAQ,2018 q4,SADIF Research,0.949846625328064
19802,NDAQ,2018 q4,Mr. Ravindra kulkarni,0.011846153996884823
19803,NDAQ,2018 q4,Chris Kuiper,0.0
19808,NDAQ,2018 q4,"Michael R. Carrier, CFA",0.0
19809,NDAQ,2018 q4,"Brian B. Bedell, CFA",0.0
19811,NDAQ,2018 q4,"Christopher M. Harris, CFA",0.014897449873387814
19814,AXP,2018 q4,Colin Plunkett,0.0
19815,AXP,2018 q4,Credit Suisse Global Product Marketing,0.013290840201079845
19816,CME,2018 q4,Colin Plunkett,0.0
19817,CME,2018 q4,"Richard H. Repetto, CFA",0.0
19818,CME,2018 q4,Chris Kuiper,0.0
19820,CME,2018 q4,"Michael R. Carrier, CFA",0.0
